model_std,dataset_std,gold_label_std,prediction_std,error_transition,text_for_review,confidence,prob_negative,prob_neutral,prob_positive,source_dataset
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,Canadian National Railway on watch amid strike,0.97873014,0.97873014,0.02100836,0.00026151142,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,Bull camp empty on Sally Beauty,0.7020936,0.026587537,0.27131882,0.7020936,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,$TSLA - Tesla: The Top Is Here. https://t.co/qg2xI2oPXT #stockmarket #finance #economy,0.94581807,0.00042966128,0.05375227,0.94581807,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,"$SUMRX: Asian Markets Close: Nikkei +2.0%, Hang Seng +2.1%, Shanghai +2.1% https://t.co/36MDQpNDxz",0.8772606,0.00050473755,0.8772606,0.122234665,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,$WING - Baird returns to Wingstop bull camp https://t.co/KfPaweOVgo,0.9986934,0.0006071264,0.0006995136,0.9986934,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,"As Boeing Halts Max Line, Airbus Can’t Make Jets Fast Enough",0.998176,0.998176,0.0016412869,0.00018280468,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,Nomura Instinet loses confidence in Extended Stay America,0.9977335,0.9977335,0.0019562386,0.00031029386,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,negative,neutral,negative → neutral,Schweizerische Nationalbank : Switzerland Loses Grip on World's Lowest Borrowing Costs -- ...… https://t.co/fuN3T0obd5,0.99042624,0.009375057,0.99042624,0.00019875157,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,Comtech Telecommunications Corp. Receives $1.3 Million Contract for Military Ku-band TWTA Systems,0.9764697,0.0009808782,0.022549434,0.9764697,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,Amani Gold : Secures Gold Dealers License in Tanzania #AmaniGold #Stock #MarketScreener https://t.co/fUr63A7aVB https://t.co/AHlEWGRAtq,0.9992787,0.00020210061,0.9992787,0.0005191514,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,"Tyson Foods Q1 beef sales fell 8% to $3.84 bln, chicken sales rose 4.5% to $3.29 bln",0.99524236,0.99524236,0.004588806,0.00016886185,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,Salesforce on watch as DreamForce event ramps up,0.9987669,0.00032964538,0.00090345327,0.9987669,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,"Record-Breaking ""Frozen 2"" Debut Propels Disney Past an Important Milestone",0.50576496,0.0011572558,0.49307778,0.50576496,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,GM not liable for punitive damages in ignition switch cases: U.S. appeals court,0.95635647,0.032026507,0.95635647,0.011617049,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,Economic data controversies in Sweden and Denmark renew debate on statistics https://t.co/RrISenUoBk,0.9849718,0.9849718,0.014799015,0.00022924134,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,Emirates orders 30 Boeing 787 Dreamliners,0.5272611,0.0006875889,0.4720513,0.5272611,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,Deutsche Bank Plans Bigger Bonuses at Asset Management Division,0.9956766,0.0004523308,0.9956766,0.003871046,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,negative,neutral,negative → neutral,Oracle’s Need for ‘Steep’ Sales Climb Leaves Street Cautious,0.9610624,0.03822874,0.9610624,0.0007088784,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,negative,positive → negative,Oil held near $50 a barrel in New York on signs that OPEC and its allies probably won't go ahead with a much-touted… https://t.co/LXi5faZhIf,0.5381936,0.5381936,0.2686767,0.19312969,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,TUI and Royal Caribbean Expand Cruise Partnership With $1.3 Billion Deal,0.70200306,0.0006087483,0.29738817,0.70200306,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,"Consumer Credit Soared In February, Just Before The Economy Shut Down  https://t.co/o1Em3Aq0fG",0.9988248,0.00046789247,0.00070733076,0.9988248,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,WeWork Bonds Stumble to New Lows After Review,0.9986921,0.9986921,0.00090432377,0.0004036006,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,"Elon Musk says Tesla has 146,000 orders for its Cybertruck, less than 48 hours after the broken-glass reveal https://t.co/yzgK4mbBTB",0.99865097,0.00059415546,0.0007549043,0.99865097,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,Skechers Announces Record Fourth Quarter Sales of $1.33 Billion and Record Annual Sales of $5.22 Billion in 2019,0.98913074,0.00038819358,0.98913074,0.010481108,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,U.S. GDP Rose By $850 Billion In 2019 As U.S. National Debt Surged By $1.2 Trillion. Debt-To-GDP Ratio Hit 108%.... https://t.co/cmHgL0DSCf,0.98614466,0.0052593327,0.008596034,0.98614466,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,"Auto Expo 2020: Now, Volkswagen Says India’s Electric Vehicle Market Isn’t Viable Yet",0.9907829,0.9907829,0.009008444,0.00020866613,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,$ICPT: Intercept Pharma reports publication of positive results from Phase 3 REGENERATE https://t.co/Md0lhRJikS,0.71907663,0.00062524073,0.71907663,0.2802981,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,Investors are betting China's central bank will follow others in unleashing large-scale monetary stimulus https://t.co/kNfwSTB88U,0.9832307,0.0010131651,0.9832307,0.015756156,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,A Chinese move on intellectual property is a promising sign for trade talks. The Open panel discusses… https://t.co/K7sRyhXOtB,0.99266255,0.00023551023,0.99266255,0.0071019894,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,"Highlight: @tom_belger on London banning Uber: ""Uber's vowing already to appeal this decision to cut it out of one… https://t.co/JpJQqGwBhX",0.6457008,0.6457008,0.35103443,0.0032647431,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,Brookside Energy : Next Sycamore Well Delivers Another Stunning Result #BrooksideEnergy #Stock #MarketScreener… https://t.co/5vgnXN1Yao,0.9910523,0.00025066198,0.008697033,0.9910523,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,negative,neutral → negative,Social Media Firms Face New U.K. Regulator in Planned Crackdown,0.8226855,0.8226855,0.17685135,0.000463203,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,$CLMT - Digging Into Calumet's Ever Improving Operations And Balance Sheet. Sign up for updates on Seeking Alpha!… https://t.co/JXaNoasn0K,0.9675165,0.00018027418,0.032303207,0.9675165,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,"EVI Industries Sets Records for Revenue, Gross Profit and Operating Cash Flow for Second Quarter of Fiscal 2020",0.99949574,0.0002782216,0.99949574,0.00022602415,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,Bombardier Global 7500 Aircraft Receives Prestigious 2019 Ontario Professional Engineers Award - GlobeNewswire,0.8056051,0.0006173151,0.19377762,0.8056051,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,negative,neutral,negative → neutral,Goldman Sachs Says Wealthiest to Back off Stocks,0.9935295,0.0023827704,0.9935295,0.004087752,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,positive,neutral,positive → neutral,This chart shows how Vanguard’s explosive growth has ‘taken on a life of its own’: https://t.co/8IOnrejNLy,0.9982791,0.00032486164,0.9982791,0.0013960364,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,Unemployment Rate Seen Holding at 3.5% -- Data Week Ahead #matprem #MarketScreener https://t.co/uDTdqueEgE https://t.co/woEYOEdDoq,0.6067723,0.22753754,0.16569012,0.6067723,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,negative,neutral,negative → neutral,Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i… https://t.co/vuNpYwRDSg,0.9966022,0.0032267987,0.9966022,0.0001709144,TwitterFinancialNewsSentiment
Fine-tuned FinBERT,Internal,neutral,positive,neutral → positive,$UL - Unilever: Safe Investment With Significant Potential. Get more info on Seeking Alpha: https://t.co/y5GCe56Y3J… https://t.co/Gj57vsR5KW,0.9774285,0.0001798488,0.022391684,0.9774285,TwitterFinancialNewsSentiment
